,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Critical,Tot CasesPerM,DeathsPerM,Total Tests,TestsPerM
21,Ecuador,7257.0,+96,315 ,+18,411,"6,531",184,411.0,18.0,21568.0,1222.0
22,Chile,6927.0,+426,73 ,+8,"1,864","4,990",383,362.0,4.0,76374.0,3995.0
23,Peru,6848.0,+951,181 ,+12,"1,739","4,928",142,208.0,5.0,67712.0,2054.0
24,Norway,6409.0,+95,119 ,+6,32,"6,258",67,1182.0,22.0,124279.0,22924.0
25,Poland,6356.0,+401,208 ,+27,375,"5,773",160,168.0,5.0,129560.0,3423.0
26,Australia,6303.0,+65,56 ,+2,"3,265","2,982",80,247.0,2.0,351380.0,13780.0
27,Japan,6005.0, ,99 , ,762,"5,144",109,47.0,0.8,64387.0,509.0
28,Denmark,5996.0,+177,260 ,+13,"1,955","3,781",106,1035.0,45.0,67771.0,11700.0
29,Romania,5990.0,+523,291 ,+21,758,"4,941",208,311.0,15.0,59272.0,3081.0
30,Czechia,5902.0,+170,129 ,+10,411,"5,362",92,551.0,12.0,120285.0,11232.0
31,Pakistan,5011.0,+316,86 ,+20,762,"4,163",50,23.0,0.4,57836.0,262.0
32,Malaysia,4530.0,+184,73 ,+3,"1,995","2,462",72,140.0,2.0,71897.0,2221.0
33,Philippines,4428.0,+233,247 ,+26,157,"4,024",1,40.0,2.0,24500.0,224.0
34,Saudi Arabia,4033.0,+382,52 ,+5,720,"3,261",67,116.0,1.0,115585.0,3320.0
35,Mexico,3844.0,+403,233 ,+39,633,"2,978",89,30.0,2.0,31492.0,244.0
36,Indonesia,3842.0,+330,327 ,+21,286,"3,229", ,14.0,1.0,19452.0,71.0
37,UAE,3736.0,+376,20 ,+4,588,"3,128",1,378.0,2.0,648195.0,65538.0
38,Serbia,3380.0,+275,74 ,+3,118,"3,188",145,387.0,8.0,16399.0,1877.0
39,Luxembourg,3270.0,+47,62 ,+8,500,"2,708",30,5224.0,99.0,28965.0,46272.0
40,Panama,2974.0, ,74 , ,17,"2,883",104,689.0,17.0,11776.0,2729.0
41,Finland,2905.0,+136,49 ,+1,300,"2,556",80,524.0,9.0,44354.0,8005.0
42,Dominican Republic,2759.0,+139,135 ,+9,108,"2,516",147,254.0,12.0,8469.0,781.0
43,Qatar,2728.0,+216,6 , ,247,"2,475",37,947.0,2.0,47751.0,16574.0
44,Colombia,2709.0,+236,100 ,+20,214,"2,395",92,53.0,2.0,40603.0,798.0
45,Thailand,2518.0,+45,35 ,+2,"1,135","1,348",61,36.0,0.5,71860.0,1030.0
46,Ukraine,2511.0,+308,73 ,+4,79,"2,359",45,57.0,2.0,26577.0,608.0
47,Singapore,2299.0,+191,8 ,+1,528,"1,763",31,393.0,1.0,72680.0,12423.0
48,Belarus,2226.0,+245,23 ,+4,172,"2,031",72,236.0,2.0,53000.0,5609.0
49,Greece,2081.0,+70,93 ,+1,269,"1,719",75,200.0,9.0,37344.0,3583.0
50,South Africa,2028.0,+25,25 ,+1,410,"1,593",7,34.0,0.4,75053.0,1265.0
51,Argentina,1975.0, ,83 ,+1,440,"1,452",115,44.0,2.0,16379.0,362.0
52,Egypt,1939.0,+145,146 ,+11,426,"1,367", ,19.0,1.0,25000.0,244.0
53,Algeria,1825.0,+64,275 ,+19,460,"1,090",46,42.0,6.0,3359.0,77.0
54,Iceland,1689.0,+14,8 ,+1,841,840,11,4950.0,23.0,34635.0,101497.0
55,Moldova,1560.0,+122,30 ,+1,75,"1,455",80,387.0,7.0,6271.0,1555.0
56,Morocco,1545.0,+97,111 ,+4,146,"1,288",1,42.0,3.0,7734.0,210.0
57,Croatia,1534.0,+39,21 , ,323,"1,190",32,374.0,5.0,15691.0,3822.0
58,Iraq,1318.0,+39,72 ,+2,601,645, ,33.0,2.0,33889.0,843.0
59,New Zealand,1312.0,+29,4 ,+2,422,886,5,272.0,0.8,58746.0,12182.0
60,Hungary,1310.0,+120,85 ,+8,115,"1,110",17,136.0,9.0,31961.0,3308.0
61,Estonia,1304.0,+46,24 , ,93,"1,187",11,983.0,18.0,29456.0,22205.0
62,Slovenia,1188.0,+28,50 ,+5,148,990,37,571.0,24.0,34279.0,16489.0
63,Kuwait,1154.0,+161,1 , ,133,"1,020",27,270.0,0.2, , 
64,Azerbaijan,1058.0,+67,11 ,+1,200,847,27,104.0,1.0,61342.0,6050.0
65,Bahrain,1040.0,+115,6 , ,555,479,3,611.0,4.0,60425.0,35511.0
66,Lithuania,1026.0,+27,23 ,+1,54,949,14,377.0,8.0,38472.0,14132.0
67,Hong Kong,1001.0,+11,4 , ,336,661,14,134.0,0.5,96709.0,12900.0
68,Armenia,967.0,+30,13 ,+1,173,781,30,326.0,4.0,6484.0,2188.0
69,Bosnia and Herzegovina,946.0,+45,37 ,+1,139,770,4,288.0,11.0,6911.0,2106.0
70,Kazakhstan,865.0,+53,10 , ,81,774,21,46.0,0.5,61955.0,3300.0
71,Cameroon,820.0, ,12 , ,98,710, ,31.0,0.5, , 
72,Uzbekistan,767.0,+143,4 ,+1,42,721,8,23.0,0.1,70000.0,2091.0
73,North Macedonia,760.0,+49,34 ,+2,41,685,15,365.0,16.0,7653.0,3673.0
74,Slovakia,728.0,+13,2 , ,23,703,5,133.0,0.4,25846.0,4734.0
75,Diamond Princess,712.0, ,11 , ,619,82,10, , , , 
76,Tunisia,685.0,+14,28 ,+3,43,614,85,58.0,2.0,10676.0,903.0
77,Bulgaria,661.0,+26,28 ,+3,62,571,32,95.0,4.0,18502.0,2663.0
78,Latvia,630.0,+18,3 , ,16,611,2,334.0,2.0,27796.0,14737.0
79,Cuba,620.0,+56,16 ,+1,77,527,11,55.0,1.0,13162.0,1162.0
80,Lebanon,619.0,+10,20 , ,77,522,34,91.0,3.0,14055.0,2059.0
81,Cyprus,616.0,+21,10  , ,61,545,8,510.0,8.0,17119.0,14179.0
82,Andorra,601.0, ,26 , ,71,504,17,7778.0,337.0,1673.0,21653.0
83,Costa Rica,577.0,+19,3 , ,49,525,13,113.0,0.6,6608.0,1297.0
84,Afghanistan,555.0,+34,18 ,+3,32,505, ,14.0,0.5, , 
85,Oman,546.0,+62,3 , ,109,434,3,107.0,0.6, , 
86,Ivory Coast,533.0,+53,4 ,+1,58,471, ,20.0,0.2, , 
87,Uruguay,494.0,+21,7 , ,214,273,15,142.0,2.0,7496.0,2158.0
88,Niger,491.0,+53,11 , ,41,439, ,20.0,0.5,4298.0,178.0
89,Burkina Faso,484.0,+36,27 ,+1,155,302, ,23.0,1.0, , 
90,Bangladesh,482.0,+58,30 ,+3,36,416,1,3.0,0.2,8313.0,50.0
91,Albania,433.0,+17,23 , ,197,213,7,150.0,8.0,3644.0,1266.0
92,Ghana,408.0,+30,8 ,+2,4,396,2,13.0,0.3,37405.0,1204.0
93,Channel Islands,407.0,+9,9 , ,48,350, ,2341.0,52.0,3320.0,19095.0
94,Honduras,392.0,+10,24 ,+1,7,361,10,40.0,2.0,1600.0,162.0
95,Réunion,388.0,+6, , ,40,348,3,433.0, , , 
96,Taiwan,385.0,+3,6 , ,99,280, ,16.0,0.3,45436.0,1908.0
97,Jordan,381.0,+9,7 , ,177,197,5,37.0,0.7,20500.0,2009.0
98,Malta,370.0,+20,3 ,+1,16,351,4,838.0,7.0,16016.0,36273.0
99,San Marino,356.0,+12,35 ,+1,53,268,14,10492.0,1032.0,846.0,24933.0
100,Kyrgyzstan,339.0,+41,5 , ,44,290,5,52.0,0.8,9618.0,1474.0
101,Mauritius,319.0,+1,9 , ,28,282,3,251.0,7.0,6730.0,5292.0
102,Nigeria,318.0,+13,10 ,+3,70,238,2,2.0,0.05,5000.0,24.0
103,Senegal,278.0,+13,2 , ,152,124,1,17.0,0.1, , 
104,Bolivia,275.0,+7,20 ,+1,2,253,3,24.0,2.0,2185.0,187.0
105,Palestine,268.0,+1,2 , ,57,209, ,53.0,0.4,16992.0,3331.0
106,Montenegro,263.0,+6,2 , ,5,256,7,419.0,3.0,2869.0,4568.0
107,Vietnam,258.0,+1, , ,144,114,8,3.0, ,118807.0,1221.0
108,Guinea,250.0,+38, , ,17,233, ,19.0, , , 
109,Georgia,242.0,+8,3 , ,60,179,6,61.0,0.8,3271.0,820.0
110,Isle of Man,226.0,+25,2 ,+1,112,112,11,2658.0,24.0,1934.0,22744.0
111,DRC,223.0, ,20 , ,16,187, ,2.0,0.2, , 
112,Sri Lanka,198.0,+8,7 , ,54,137,1,9.0,0.3,4525.0,211.0
113,Mayotte,196.0,+5,3 ,+1,59,134,3,718.0,11.0,1350.0,4948.0
114,Kenya,191.0,+2,7 , ,24,160,2,4.0,0.1,6192.0,115.0
115,Djibouti,187.0,+37,2 ,+1,36,149, ,189.0,2.0,4017.0,4066.0
116,Faeroe Islands,184.0, , , ,145,39, ,3766.0, ,5408.0,110677.0
117,Venezuela,175.0, ,9 , ,93,73,6,6.0,0.3,181335.0,6377.0
118,Martinique,155.0, ,6 , ,50,99,19,413.0,16.0, , 
119,Guadeloupe,143.0, ,8 , ,67,68,13,357.0,20.0, , 
120,Guatemala,137.0,+11,3 , ,19,115,3,8.0,0.2,1134.0,63.0
121,Brunei ,136.0, ,1 , ,104,31,2,311.0,2.0,9637.0,22028.0
122,Paraguay,133.0,+4,6 , ,18,109,1,19.0,0.8,2262.0,317.0
123,Gibraltar,129.0,+2, , ,84,45,1,3829.0, ,1558.0,46244.0
124,Cambodia,120.0,+1, , ,75,45,1,7.0, ,5768.0,345.0
125,Rwanda,120.0,+2, , ,18,102, ,9.0, ,806.0,62.0
126,El Salvador,118.0,+1,6 , ,19,93,4,18.0,0.9, , 
127,Trinidad and Tobago,112.0,+3,8 , ,12,92, ,80.0,6.0,1102.0,787.0
128,Madagascar,102.0,+9, , ,11,91,1,4.0, , , 
129,Monaco,92.0,+2,1 , ,5,86,4,2344.0,25.0, , 
130,Aruba,92.0,+6, , ,29,63, ,862.0, ,1118.0,10471.0
131,Mali,87.0, ,7 , ,22,58, ,4.0,0.3, , 
132,French Guiana,83.0, , , ,43,40,1,278.0, , , 
133,Liechtenstein,79.0, ,1 , ,55,23, ,2072.0,26.0,900.0,23605.0
134,Togo,76.0, ,3 , ,25,48, ,9.0,0.4,2069.0,250.0
135,Jamaica,69.0,+6,4 , ,13,52, ,23.0,1.0,907.0,306.0
136,Ethiopia,69.0,+4,3 , ,10,56, ,0.6,0.03,3577.0,31.0
137,Barbados,68.0,+1,4 , ,11,53,4,237.0,14.0,747.0,2599.0
138,Congo,60.0, ,5 , ,5,50, ,11.0,0.9, , 
139,Uganda,53.0, , , ,4,49, ,1.0, ,4856.0,106.0
140,French Polynesia,51.0, , , , ,51, ,182.0, ,744.0,2649.0
141,Sint Maarten,50.0, ,9 ,+1,5,36,2,1166.0,210.0,134.0,3125.0
142,Liberia,48.0,+11,5 , ,3,40, ,9.0,1.0, , 
143,Bermuda,48.0, ,4 , ,25,19,2,771.0,64.0,354.0,5684.0
144,Bahamas,46.0,+4,8 , ,5,33,1,117.0,20.0, , 
145,Gabon,46.0,+2,1 , ,1,44, ,21.0,0.4, , 
146,Guyana,45.0,+8,6 , ,8,31,3,57.0,8.0,193.0,245.0
147,Cayman Islands,45.0, ,1 , ,6,38, ,685.0,15.0,479.0,7288.0
148,Macao,45.0, , , ,10,35,1,69.0, , , 
149,Zambia,40.0, ,2 , ,28,10,1,2.0,0.1,1239.0,67.0
150,Myanmar,38.0,+11,3 , ,2,33, ,0.7,0.06,1406.0,26.0
151,Guinea-Bissau,38.0,+2, , , ,38, ,19.0, ,1500.0,762.0
152,Benin,35.0, ,1 , ,5,29, ,3.0,0.08, , 
153,Eritrea,34.0, , , , ,34, ,10.0, , , 
154,Haiti,33.0,+2,2 , , ,31, ,3.0,0.2,365.0,32.0
155,Tanzania,32.0, ,3 , ,5,24, ,0.5,0.05, , 
156,Saint Martin,32.0, ,2 , ,11,19,5,828.0,52.0, , 
157,Syria,25.0,+6,2 , ,5,18, ,1.0,0.1, , 
158,Libya,24.0, ,1 , ,8,15, ,3.0,0.1,507.0,74.0
159,Antigua and Barbuda,21.0, ,2 , , ,19,1,214.0,20.0,40.0,408.0
160,Somalia,21.0, ,1 , ,1,19, ,1.0,0.06, , 
161,Mozambique,20.0, , , ,2,18, ,0.6, ,551.0,18.0
162,Angola,19.0, ,2 , ,4,13, ,0.6,0.06, , 
163,Sudan,19.0,+2,2 , ,2,15, ,0.4,0.05, , 
164,Maldives,19.0, , , ,13,6, ,35.0, , , 
165,Equatorial Guinea,18.0, , , ,3,15, ,13.0, ,854.0,609.0
166,Laos,18.0,+2, , , ,18, ,2.0, ,1094.0,150.0
167,New Caledonia,18.0, , , ,1,17, ,63.0, ,2608.0,9135.0
168,Dominica,16.0, , , ,5,11, ,222.0, ,309.0,4293.0
169,Fiji,16.0, , , , ,16, ,18.0, , , 
170,Mongolia,16.0, , , ,4,12, ,5.0, , , 
171,Namibia,16.0, , , ,3,13, ,6.0, ,362.0,142.0
172,Saint Lucia,15.0, , , ,1,14, ,82.0, , , 
173,Zimbabwe,14.0,+1,3 , , ,11, ,0.9,0.2,547.0,37.0
174,Curaçao,14.0, ,1 , ,7,6, ,85.0,6.0, , 
175,Grenada,14.0, , , , ,14,2,124.0, ,92.0,818.0
176,Belize,13.0,+3,2 , , ,11,1,33.0,5.0,364.0,915.0
177,Botswana,13.0, ,1 , , ,12, ,6.0,0.4,2527.0,1075.0
178,Malawi,12.0,+3,2 ,+1, ,10,1,0.6,0.1,231.0,12.0
179,Saint Kitts and Nevis,12.0, , , , ,12, ,226.0, ,205.0,3853.0
180,St. Vincent Grenadines,12.0, , , ,1,11, ,108.0, ,56.0,505.0
181,Eswatini,12.0, , , ,7,5, ,10.0, , , 
182,Chad,11.0, , , ,2,9, ,0.7, , , 
183,Greenland,11.0, , , ,11,0, ,194.0, ,770.0,13564.0
184,Seychelles,11.0, , , , ,11, ,112.0, , , 
185,Suriname,10.0, ,1 , ,4,5, ,17.0,2.0, , 
186,MS Zaandam,9.0, ,2 , , ,7, , , , , 
187,Gambia,9.0,+5,1 , ,2,6, ,4.0,0.4,281.0,116.0
188,Nepal,9.0, , , ,1,8, ,0.3, ,4426.0,152.0
189,Montserrat,9.0, , , , ,9,1,1803.0, ,36.0,7212.0
190,Cabo Verde,8.0,+1,1 , ,1,6, ,14.0,2.0, , 
191,Nicaragua,8.0,+1,1 , , ,7, ,1.0,0.2, , 
192,Turks and Caicos,8.0, ,1 , , ,7, ,207.0,26.0,61.0,1576.0
193,CAR,8.0, , , , ,8, ,2.0, , , 
194,Vatican City,8.0, , , ,2,6, ,9988.0, , , 
195,Sierra Leone,8.0, , , , ,8, ,1.0, , , 
196,Mauritania,7.0, ,1 , ,2,4, ,2.0,0.2,380.0,82.0
197,St. Barth,6.0, , , ,1,5, ,607.0, , , 
198,Western Sahara,6.0,+2, , , ,6, ,10.0, , , 
199,Bhutan,5.0, , , ,2,3, ,6.0, ,1166.0,1511.0
200,Burundi,5.0,+2, , , ,5, ,0.4, , , 
201,Falkland Islands,5.0, , , ,1,4, ,1437.0, ,137.0,39368.0
202,Sao Tome and Principe,4.0, , , , ,4, ,18.0, ,19.0,87.0
203,South Sudan,4.0, , , , ,4, ,0.4, , , 
204,Anguilla,3.0, , , , ,3, ,200.0, , , 
205,British Virgin Islands,3.0, , , ,2,1, ,99.0, , , 
206,Caribbean Netherlands,2.0, , , , ,2, ,76.0, ,10.0,381.0
207,Papua New Guinea,2.0, , , , ,2, ,0.2, ,72.0,8.0
208,Timor-Leste,2.0, , , ,1,1, ,2.0, , , 
209,Saint Pierre Miquelon,1.0, , , , ,1, ,173.0, , , 
210,Yemen,1.0, , , , ,1, ,0.03, , , 
211,China,81953.0, ,"3,339 ", ,"77,525","1,089",141,57.0,2.0, , 
212,Total:,567057.0,"+30,216","21,765","+1,943","37,437","507,855","12,309", , , , 
213,Total:,852899.0,"+32,790","73,625","+3,562","210,127","569,147","29,981", , , , 
214,Total:,286441.0,"+11,354","10,588",+361,"142,458","133,395","6,618", , , , 
215,Total:,47898.0,"+2,922","1,941",+132,"5,224","40,733","1,241", , , , 
216,Total:,7702.0,+94,60,+4,"3,688","3,954",85, , , , 
217,Total:,14217.0,+678,745,+48,"2,457","11,015",158, , , , 
218,Total:,721.0, ,13, ,619,89,10, , , , 
219,Total:,1776935.0,"+78,054","108,737","+6,050","402,010","1,266,188","50,402",228.0,13.9, , 
